Date,AAPL,AMZN,BAC,GOOGL,JPM,META,MSFT,NFLX,NVDA,TSLA
2025-03-06,234.52801513671875,200.6999969482422,40.52149200439453,171.67764282226562,242.6760711669922,626.4666748046875,394.773681640625,90.63600158691406,110.53976440429688,263.45001220703125
2025-03-07,238.25527954101562,199.25,40.71820068359375,173.18174743652344,238.4828643798828,624.201904296875,391.2127380371094,89.11100006103516,112.65918731689453,262.6700134277344
2025-03-10,226.70477294921875,194.5399932861328,39.17405319213867,165.41319274902344,228.5805206298828,596.596435546875,378.1328430175781,86.66799926757812,106.95074462890625,222.14999389648438
2025-03-11,220.08740234375,196.58999633789062,38.95767593383789,163.58822631835938,225.54879760742188,604.2984619140625,378.4213562011719,89.51000213623047,108.73026275634766,230.5800018310547
2025-03-12,216.24057006835938,198.88999938964844,39.25273513793945,166.64979553222656,224.3282012939453,618.1161499023438,381.2262878417969,91.96800231933594,115.71900177001953,248.08999633789062
2025-03-13,208.96543884277344,193.88999938964844,39.016685485839844,162.31175231933594,221.66070556640625,589.2636108398438,376.750244140625,89.01699829101562,115.55902862548828,240.67999267578125
2025-03-14,212.76246643066406,197.9499969482422,40.21659469604492,165.03424072265625,228.7970733642578,606.7233276367188,386.4880676269531,91.80000305175781,121.64791870117188,249.97999572753906
2025-03-17,213.27072143554688,195.74000549316406,40.757537841796875,163.83755493164062,230.2637176513672,604.0272216796875,386.6273193359375,95.00199890136719,119.50830841064453,238.00999450683594
2025-03-18,211.96519470214844,192.82000732421875,40.964080810546875,160.22752380371094,231.28741455078125,581.5197143554688,381.4749450683594,92.99800109863281,115.40904998779297,225.30999755859375
2025-03-19,214.50650024414062,195.5399932861328,41.514854431152344,163.43865966796875,235.36253356933594,583.2173461914062,385.75201416015625,95.9489974975586,117.49867248535156,235.86000061035156
2025-03-20,213.37037658691406,194.9499969482422,41.78041076660156,162.35165405273438,235.2641143798828,585.1544799804688,384.7772521972656,95.08399963378906,118.50848388671875,236.25999450683594
2025-03-21,217.5261688232422,196.2100067138672,41.77057647705078,163.5383758544922,237.84304809570312,595.3897094726562,389.1736755371094,96.02899932861328,117.67863464355469,248.7100067138672
2025-03-24,219.977783203125,203.25999450683594,42.360694885253906,167.2182159423828,244.17227172851562,617.9570922851562,390.98394775390625,97.1989974975586,121.38796997070312,278.3900146484375
2025-03-25,222.98748779296875,205.7100067138672,42.56723403930664,170.09030151367188,247.19415283203125,625.4063720703125,393.0528869628906,99.72799682617188,120.66809844970703,288.1400146484375
2025-03-26,220.77503967285156,201.1300048828125,42.114810943603516,164.60543823242188,247.09573364257812,610.0984497070312,387.89056396484375,97.06500244140625,113.7393569946289,272.05999755859375
2025-03-27,223.08714294433594,201.36000061035156,41.85909652709961,161.79319763183594,244.2313232421875,601.7106323242188,388.4972839355469,97.6719970703125,111.40978240966797,273.1300048828125
2025-03-28,217.15740966796875,192.72000122070312,40.5706672668457,153.90496826171875,239.04393005371094,575.9078979492188,376.78009033203125,93.38500213623047,109.65010070800781,263.54998779296875
2025-03-31,221.37301635742188,190.25999450683594,41.04275894165039,154.21412658691406,241.45553588867188,575.5284423828125,373.3883056640625,93.25299835205078,108.3603286743164,259.1600036621094
2025-04-01,222.4293975830078,192.1699981689453,40.80671691894531,156.637451171875,239.84121704101562,585.1544799804688,380.1520080566406,92.83799743652344,110.1300048828125,268.4599914550781
2025-04-02,223.12701416015625,196.00999450683594,41.16078567504883,156.60751342773438,241.96739196777344,583.0874633789062,380.1023254394531,93.552001953125,110.39995574951172,282.760009765625
2025-04-03,202.49757385253906,178.41000366210938,36.60704040527344,150.30491638183594,225.1058349609375,530.8529663085938,371.12042236328125,91.70500183105469,101.78152465820312,267.2799987792969
2025-04-04,187.738037109375,171.0,33.82364273071289,145.19903564453125,208.25929260253906,504.0018005371094,357.92120361328125,85.58599853515625,94.29288482666016,239.42999267578125
2025-04-07,180.84161376953125,175.25999450683594,34.994049072265625,146.34585571289062,212.37933349609375,515.505126953125,355.9517822265625,86.78299713134766,97.62227630615234,233.2899932861328
2025-04-08,171.83242797851562,170.66000366210938,34.45309829711914,144.30149841308594,214.7859649658203,509.7135314941406,352.66937255859375,87.04000091552734,96.28252410888672,221.86000061035156
2025-04-09,198.17234802246094,191.10000610351562,36.53818893432617,158.27293395996094,232.0880889892578,584.9248657226562,388.40777587890625,94.5469970703125,114.30924987792969,272.20001220703125
